employee_id,month,age,gender,education,job_family,tenure_months,base_salary,overtime_hours,performance_score,burnout_index,engagement_score,training_participation,salary_change_flag,attrition_flag
EMP_0006,1,29,M,MA,Sales,34,402.2,27.1,4,0.27,0.85,0,0,0
EMP_0006,2,29,M,MA,Sales,35,402.2,3.1,2,-0.01,0.77,0,0,0
EMP_0006,3,29,M,MA,Sales,36,402.2,27.7,4,0.35,0.88,0,0,0
EMP_0006,4,29,M,MA,Sales,37,402.2,30.1,3,0.28,0.8,0,0,0
EMP_0006,5,29,M,MA,Sales,38,402.2,13.3,3,0.14,0.72,0,0,0
EMP_0006,6,29,M,MA,Sales,39,402.2,19.4,3,0.13,0.82,0,0,0
EMP_0006,7,29,M,MA,Sales,40,402.2,30.6,3,0.25,0.74,0,0,0
EMP_0006,8,29,M,MA,Sales,41,402.2,29.5,3,0.32,0.74,0,0,0
EMP_0006,9,29,M,MA,Sales,42,402.2,33.6,3,0.31,0.75,0,0,0
EMP_0006,10,29,M,MA,Sales,43,402.2,29.1,3,0.25,0.75,0,0,0
EMP_0006,11,29,M,MA,Sales,44,402.2,43.0,3,0.41,0.79,0,0,0
EMP_0006,12,30,M,MA,Sales,45,422.3,17.7,5,0.24,0.99,0,1,0
EMP_0006,13,30,M,MA,Sales,46,422.3,35.0,5,0.35,0.87,0,0,0
EMP_0006,14,30,M,MA,Sales,47,422.3,22.8,4,0.21,0.83,0,0,0
EMP_0006,15,30,M,MA,Sales,48,422.3,43.0,3,0.47,0.79,0,0,0
EMP_0006,16,30,M,MA,Sales,49,422.3,16.9,4,0.14,0.88,0,0,0
EMP_0006,17,30,M,MA,Sales,50,422.3,39.5,4,0.46,0.84,0,0,0
EMP_0006,18,30,M,MA,Sales,51,422.3,33.5,2,0.39,0.61,0,0,0
EMP_0006,19,30,M,MA,Sales,52,422.3,21.2,3,0.11,0.76,0,0,0
EMP_0006,20,30,M,MA,Sales,53,422.3,18.1,3,0.17,0.8,0,0,0
EMP_0006,21,30,M,MA,Sales,54,422.3,27.9,3,0.35,0.8,0,0,0
EMP_0006,22,30,M,MA,Sales,55,422.3,30.2,3,0.3,0.64,0,0,0
EMP_0006,23,30,M,MA,Sales,56,422.3,7.2,3,0.13,0.82,0,0,0
EMP_0006,24,31,M,MA,Sales,57,422.3,17.8,3,0.23,0.73,0,0,0
EMP_0006,25,31,M,MA,Sales,58,422.3,8.1,1,0.08,0.56,0,0,0
EMP_0006,26,31,M,MA,Sales,59,422.3,11.9,3,0.11,0.87,1,0,0
EMP_0006,27,31,M,MA,Sales,60,422.3,21.7,3,0.24,0.79,0,0,0
EMP_0006,28,31,M,MA,Sales,61,422.3,17.5,2,0.13,0.7,0,0,0
EMP_0006,29,31,M,MA,Sales,62,422.3,4.7,3,0.04,0.79,0,0,0
EMP_0006,30,31,M,MA,Sales,63,422.3,26.2,2,0.24,0.65,1,0,0
EMP_0006,31,31,M,MA,Sales,64,422.3,15.0,4,0.18,0.92,0,0,0
EMP_0006,32,31,M,MA,Sales,65,422.3,26.3,3,0.39,0.63,0,0,0
EMP_0006,33,31,M,MA,Sales,66,422.3,51.7,3,0.59,0.72,1,0,0
EMP_0006,34,31,M,MA,Sales,67,422.3,18.7,3,0.24,0.74,1,0,0
EMP_0006,35,31,M,MA,Sales,68,422.3,2.4,1,0.05,0.58,0,0,0
EMP_0006,36,32,M,MA,Sales,69,422.3,17.6,3,0.18,0.81,0,0,0
EMP_0007,1,35,M,MA,Marketing,92,588.1,20.6,4,0.23,0.89,0,0,0
EMP_0007,2,35,M,MA,Marketing,93,588.1,30.1,4,0.38,0.82,0,0,0
EMP_0007,3,35,M,MA,Marketing,94,588.1,21.5,3,0.24,0.77,0,0,1
EMP_0008,1,36,M,BA,Sales,60,503.7,16.1,1,0.13,0.63,0,0,0
EMP_0008,2,36,M,BA,Sales,61,503.7,17.6,4,0.15,0.89,0,0,0
EMP_0008,3,36,M,BA,Sales,62,503.7,24.9,4,0.22,0.82,0,0,0
EMP_0008,4,36,M,BA,Sales,63,503.7,19.6,5,0.17,1.06,0,0,0
EMP_0008,5,36,M,BA,Sales,64,503.7,13.7,4,0.13,0.93,0,0,1
EMP_0009,1,31,M,BA,Admin,75,603.9,21.1,3,0.22,0.73,0,0,0
EMP_0009,2,31,M,BA,Admin,76,603.9,26.5,3,0.26,0.69,0,0,0
EMP_0009,3,31,M,BA,Admin,77,603.9,36.6,3,0.35,0.75,0,0,0
EMP_0009,4,31,M,BA,Admin,78,603.9,7.5,4,0.15,0.9,0,0,0
EMP_0009,5,31,M,BA,Admin,79,603.9,19.7,4,0.23,0.88,0,0,0
EMP_0009,6,31,M,BA,Admin,80,603.9,22.0,4,0.26,0.8,0,0,0
EMP_0009,7,31,M,BA,Admin,81,603.9,19.5,3,0.19,0.69,0,0,0
EMP_0009,8,31,M,BA,Admin,82,603.9,28.4,3,0.25,0.74,0,0,0
EMP_0009,9,31,M,BA,Admin,83,603.9,19.7,3,0.12,0.81,0,0,0
EMP_0009,10,31,M,BA,Admin,84,603.9,10.3,3,0.1,0.9,0,0,0
EMP_0009,11,31,M,BA,Admin,85,603.9,19.8,1,0.21,0.46,0,0,0
EMP_0009,12,32,M,BA,Admin,86,603.9,10.0,3,0.09,0.83,0,0,0
EMP_0009,13,32,M,BA,Admin,87,603.9,26.2,2,0.33,0.68,1,0,0
EMP_0009,14,32,M,BA,Admin,88,603.9,20.6,4,0.17,0.88,0,0,0
EMP_0009,15,32,M,BA,Admin,89,603.9,26.8,4,0.33,0.84,0,0,0
EMP_0009,16,32,M,BA,Admin,90,603.9,37.4,2,0.38,0.57,0,0,0
EMP_0009,17,32,M,BA,Admin,91,603.9,14.7,3,0.23,0.78,0,0,0
EMP_0009,18,32,M,BA,Admin,92,603.9,20.4,3,0.21,0.73,1,0,0
EMP_0009,19,32,M,BA,Admin,93,603.9,22.1,3,0.24,0.78,0,0,0
EMP_0009,20,32,M,BA,Admin,94,603.9,7.7,5,0.0,0.92,0,0,0
EMP_0009,21,32,M,BA,Admin,95,603.9,40.0,4,0.39,0.87,0,0,0
EMP_0009,22,32,M,BA,Admin,96,603.9,34.8,4,0.42,0.84,0,0,0
EMP_0009,23,32,M,BA,Admin,97,603.9,13.1,3,0.13,0.83,0,0,0
EMP_0009,24,33,M,BA,Admin,98,603.9,27.7,3,0.13,0.72,0,0,0
EMP_0009,25,33,M,BA,Admin,99,603.9,23.2,3,0.17,0.82,0,0,0
EMP_0009,26,33,M,BA,Admin,100,603.9,19.5,3,0.22,0.65,0,0,0
EMP_0009,27,33,M,BA,Admin,101,603.9,22.5,3,0.3,0.78,0,0,0
EMP_0009,28,33,M,BA,Admin,102,603.9,16.8,4,0.27,0.86,0,0,0
EMP_0009,29,33,M,BA,Admin,103,603.9,33.0,2,0.33,0.63,0,0,0
EMP_0009,30,33,M,BA,Admin,104,603.9,27.3,3,0.27,0.72,0,0,0
EMP_0009,31,33,M,BA,Admin,105,603.9,20.1,5,0.25,0.97,0,0,0
EMP_0009,32,33,M,BA,Admin,106,603.9,40.9,2,0.4,0.57,0,0,0
EMP_0009,33,33,M,BA,Admin,107,603.9,26.4,2,0.23,0.75,0,0,0
EMP_0009,34,33,M,BA,Admin,108,603.9,28.7,5,0.31,0.94,0,0,0
EMP_0009,35,33,M,BA,Admin,109,603.9,40.0,3,0.46,0.77,0,0,0
EMP_0009,36,34,M,BA,Admin,110,603.9,36.3,2,0.31,0.69,0,0,0
EMP_0010,1,32,F,MA,Engineering,70,718.9,17.7,5,0.16,1.01,0,0,0
EMP_0010,2,32,F,MA,Engineering,71,718.9,39.8,3,0.33,0.8,0,0,0
EMP_0010,3,32,F,MA,Engineering,72,718.9,45.9,3,0.51,0.81,0,0,1
EMP_0011,1,38,M,MA,Engineering,85,495.1,30.6,3,0.36,0.66,0,0,0
EMP_0011,2,38,M,MA,Engineering,86,495.1,13.5,3,0.17,0.79,0,0,0
EMP_0011,3,38,M,MA,Engineering,87,495.1,27.5,5,0.29,0.9,0,0,0
EMP_0011,4,38,M,MA,Engineering,88,495.1,27.2,3,0.32,0.71,0,0,0
EMP_0011,5,38,M,MA,Engineering,89,495.1,45.1,3,0.49,0.65,0,0,0
EMP_0011,6,38,M,MA,Engineering,90,495.1,27.8,3,0.37,0.74,0,0,0
EMP_0011,7,38,M,MA,Engineering,91,495.1,44.0,3,0.44,0.72,0,0,0
EMP_0011,8,38,M,MA,Engineering,92,495.1,25.7,4,0.24,0.87,0,0,0
EMP_0011,9,38,M,MA,Engineering,93,495.1,41.5,5,0.4,0.86,0,0,0
EMP_0011,10,38,M,MA,Engineering,94,495.1,23.1,4,0.32,0.79,0,0,0
EMP_0011,11,38,M,MA,Engineering,95,495.1,52.2,3,0.46,0.74,0,0,0
EMP_0011,12,39,M,MA,Engineering,96,495.1,34.1,1,0.4,0.6,0,0,0
EMP_0011,13,39,M,MA,Engineering,97,495.1,44.6,3,0.36,0.69,0,0,0
EMP_0011,14,39,M,MA,Engineering,98,495.1,46.4,4,0.48,0.78,0,0,0
EMP_0011,15,39,M,MA,Engineering,99,495.1,19.0,3,0.15,0.77,0,0,0
EMP_0011,16,39,M,MA,Engineering,100,495.1,22.3,3,0.27,0.75,0,0,0
EMP_0011,17,39,M,MA,Engineering,101,495.1,18.3,4,0.12,0.96,0,0,0
EMP_0011,18,39,M,MA,Engineering,102,495.1,34.2,3,0.29,0.77,0,0,0
EMP_0011,19,39,M,MA,Engineering,103,495.1,45.8,3,0.44,0.77,0,0,0
EMP_0011,20,39,M,MA,Engineering,104,495.1,36.1,3,0.36,0.77,0,0,0
EMP_0011,21,39,M,MA,Engineering,105,495.1,22.5,4,0.24,0.86,0,0,0
EMP_0011,22,39,M,MA,Engineering,106,495.1,28.5,1,0.23,0.51,0,0,0
EMP_0011,23,39,M,MA,Engineering,107,495.1,30.9,3,0.34,0.68,0,0,0
EMP_0011,24,40,M,MA,Engineering,108,519.9,10.0,5,0.11,0.98,0,1,0
EMP_0011,25,40,M,MA,Engineering,109,519.9,25.6,4,0.31,0.85,0,0,0
EMP_0011,26,40,M,MA,Engineering,110,519.9,33.2,2,0.27,0.63,0,0,0
EMP_0011,27,40,M,MA,Engineering,111,519.9,30.5,4,0.31,0.84,0,0,0
EMP_0011,28,40,M,MA,Engineering,112,519.9,38.2,3,0.26,0.75,0,0,0
EMP_0011,29,40,M,MA,Engineering,113,519.9,35.1,3,0.35,0.73,0,0,0
EMP_0011,30,40,M,MA,Engineering,114,519.9,10.2,3,0.13,0.71,0,0,0
EMP_0011,31,40,M,MA,Engineering,115,519.9,23.1,5,0.23,0.96,0,0,0
EMP_0011,32,40,M,MA,Engineering,116,519.9,26.6,2,0.25,0.62,0,0,0
EMP_0011,33,40,M,MA,Engineering,117,519.9,30.2,5,0.27,0.97,0,0,0
EMP_0011,34,40,M,MA,Engineering,118,519.9,41.9,3,0.37,0.72,0,0,0
EMP_0011,35,40,M,MA,Engineering,119,519.9,24.9,3,0.19,0.79,0,0,1
EMP_0012,1,41,M,BA,Sales,58,569.0,12.0,3,0.04,0.84,0,0,0
EMP_0012,2,41,M,BA,Sales,59,569.0,18.8,3,0.17,0.77,0,0,0
EMP_0012,3,41,M,BA,Sales,60,569.0,42.2,2,0.4,0.65,0,0,0
EMP_0012,4,41,M,BA,Sales,61,569.0,30.1,3,0.32,0.75,0,0,0
EMP_0012,5,41,M,BA,Sales,62,569.0,12.7,2,0.14,0.66,0,0,0
EMP_0012,6,41,M,BA,Sales,63,569.0,19.8,3,0.26,0.67,0,0,0
EMP_0012,7,41,M,BA,Sales,64,569.0,17.2,4,0.14,0.87,1,0,0
EMP_0012,8,41,M,BA,Sales,65,569.0,30.9,2,0.34,0.63,0,0,0
EMP_0012,9,41,M,BA,Sales,66,569.0,14.6,5,0.12,1.04,0,0,0
EMP_0012,10,41,M,BA,Sales,67,569.0,12.0,3,0.11,0.79,0,0,0
EMP_0012,11,41,M,BA,Sales,68,569.0,22.5,4,0.21,0.85,0,0,0
EMP_0012,12,42,M,BA,Sales,69,569.0,16.9,2,0.2,0.61,0,0,0
EMP_0012,13,42,M,BA,Sales,70,569.0,19.3,3,0.14,0.79,1,0,0
EMP_0012,14,42,M,BA,Sales,71,569.0,11.7,3,0.13,0.67,0,0,0
EMP_0012,15,42,M,BA,Sales,72,569.0,29.7,5,0.3,1.04,1,0,0
EMP_0012,16,42,M,BA,Sales,73,569.0,7.9,4,0.14,0.89,0,0,0
EMP_0012,17,42,M,BA,Sales,74,569.0,3.4,5,0.05,1.07,0,0,0
EMP_0012,18,42,M,BA,Sales,75,569.0,31.2,3,0.27,0.83,0,0,0
EMP_0012,19,42,M,BA,Sales,76,569.0,23.0,2,0.23,0.68,0,0,0
EMP_0012,20,42,M,BA,Sales,77,569.0,34.8,4,0.32,0.79,0,0,0
EMP_0012,21,42,M,BA,Sales,78,569.0,22.4,3,0.22,0.81,0,0,0
EMP_0012,22,42,M,BA,Sales,79,569.0,26.0,4,0.3,0.8,0,0,0
EMP_0012,23,42,M,BA,Sales,80,569.0,13.8,3,0.18,0.79,0,0,0
EMP_0012,24,43,M,BA,Sales,81,569.0,26.9,3,0.16,0.78,0,0,1
EMP_0013,1,36,F,MA,Marketing,70,550.7,24.8,4,0.33,0.81,0,0,0
EMP_0013,2,36,F,MA,Marketing,71,550.7,5.8,4,-0.03,0.96,0,0,0
EMP_0013,3,36,F,MA,Marketing,72,550.7,14.3,3,0.11,0.79,0,0,0
EMP_0013,4,36,F,MA,Marketing,73,550.7,40.6,4,0.47,0.78,0,0,0
EMP_0013,5,36,F,MA,Marketing,74,550.7,28.3,2,0.27,0.62,0,0,0
EMP_0013,6,36,F,MA,Marketing,75,550.7,20.9,3,0.28,0.72,0,0,0
EMP_0013,7,36,F,MA,Marketing,76,550.7,11.1,3,0.19,0.79,0,0,0
EMP_0013,8,36,F,MA,Marketing,77,550.7,9.8,3,0.19,0.74,0,0,0
EMP_0013,9,36,F,MA,Marketing,78,550.7,22.6,3,0.32,0.81,0,0,0
EMP_0013,10,36,F,MA,Marketing,79,550.7,21.4,3,0.13,0.83,0,0,0
EMP_0013,11,36,F,MA,Marketing,80,550.7,18.1,4,0.12,0.73,0,0,0
EMP_0013,12,37,F,MA,Marketing,81,550.7,19.7,3,0.29,0.79,0,0,0
EMP_0013,13,37,F,MA,Marketing,82,550.7,27.8,2,0.32,0.7,0,0,0
EMP_0013,14,37,F,MA,Marketing,83,550.7,19.0,3,0.18,0.78,0,0,0
EMP_0013,15,37,F,MA,Marketing,84,550.7,17.8,4,0.25,0.84,0,0,0
EMP_0013,16,37,F,MA,Marketing,85,550.7,0.0,3,0.04,0.8,0,0,0
EMP_0013,17,37,F,MA,Marketing,86,550.7,20.9,2,0.13,0.65,0,0,0
EMP_0013,18,37,F,MA,Marketing,87,550.7,27.9,3,0.22,0.69,0,0,0
EMP_0013,19,37,F,MA,Marketing,88,550.7,44.1,3,0.4,0.68,0,0,0
EMP_0013,20,37,F,MA,Marketing,89,550.7,9.8,4,0.1,0.86,0,0,0
EMP_0013,21,37,F,MA,Marketing,90,550.7,21.5,2,0.16,0.52,0,0,0
EMP_0013,22,37,F,MA,Marketing,91,550.7,24.4,3,0.29,0.83,0,0,0
EMP_0013,23,37,F,MA,Marketing,92,550.7,9.7,3,0.09,0.85,0,0,0
EMP_0013,24,38,F,MA,Marketing,93,550.7,13.5,3,0.1,0.84,0,0,0
EMP_0013,25,38,F,MA,Marketing,94,550.7,12.3,4,0.11,0.8,0,0,0
EMP_0013,26,38,F,MA,Marketing,95,550.7,28.8,3,0.28,0.69,0,0,0
EMP_0013,27,38,F,MA,Marketing,96,550.7,19.9,3,0.21,0.69,0,0,0
EMP_0013,28,38,F,MA,Marketing,97,550.7,38.7,4,0.44,0.85,0,0,0
EMP_0013,29,38,F,MA,Marketing,98,550.7,18.1,4,0.15,0.92,0,0,0
EMP_0013,30,38,F,MA,Marketing,99,550.7,16.7,3,0.15,0.79,0,0,0
EMP_0013,31,38,F,MA,Marketing,100,550.7,27.6,3,0.28,0.82,0,0,0
EMP_0013,32,38,F,MA,Marketing,101,550.7,9.4,4,0.12,0.82,1,0,0
